phrase,class
المليشيات والقمع في بلدكم ياواهابي يامتطرف  ياعبد لليهود والصهيونيه عمان واهلها صف واحد تحت قياده عظيمه محبه للسلام,1
فلايقربوا نهي واضح وصريح ياواهابي لانهم نجس مثلك ومثل من يؤايدهم,1
مفيش غيرك طرطور ياقرد ياواهابي ياكلب,1
اكل خره ياواهابي,1
ل زق ياواهابي ياوصخ وظاهر ان ماتم معاقبتك بشكل صحيح تفو على هلوجه,1
لعنة الله عليك يامسخ انت اويزيد حقك ومعاويه والله ان الكلب اشرف منك لقد حسيت بالاشمزاز ياواهابي ياوسخ بابي وامي علي وولده وزوجته ع السلام,1
كل زق ياواهابي ياوصخ وظاهر ان ماتم معاقبتك بشكل صحيح تفو على هلوجه,1
يعني خلاص البرشة والريال تشيعوا طاح حظك ياواهابي,1
اكذب منكم مستحيل ياواهابي  شفت كذبكم بعيني تستهدفو الابرياء وتقولو اسلحه لعنكم الله ما احقركم,1
اقول انت والسعوديه وال سلول وحكامكم ومحكوميكم تحت جظمتي ياواهابي يانطفه الزنا كما قال علامتك الشيخ عنزي,1
انت الوصخ والزنديق ياواهابي ياقذر كربلاء باجيه عليك عاب شكلك,1
وانت ايه حارق دمك ياواهابي,1
الحكومه لم تتحرك لطردك لكن نحنو اسود العراق سوف نقوم بطردك ياقاتل ياواهابي ياحقر  ياابن مملكة الشر انتهت ايامك في العراق,1
اكل تبن ياواهابي ابن زانيه انا سني وعايش مع الشيعه والله الشيعه تاج راسكم ياواهابيه الله يلعنكم وينتقم منك يا يهود,1
الاعليك لعنة الله ورسوله ياواهابي ياقذر,1
الاعليك لعنة الله ورسوله ياواهابي ياقذر,1
ياواهابي من انقلاب السقيفه بدات سيرة المؤامره الكبرى والانقلاب العضيم على الاسلام وصبر الامام بوصية الرسول  بلا ناص,1
ياواهابي ياابن المسيار الصواريخ جاية خلي امك تتوب من الهنود حرام عليكم,1
ياواهابي  انتم اليهود ومذهبكم  سنحرر الحجاز منكم,1
اشهد ان عليا ولى الله غصبن عليك ياواهابي يانجس,1
اشهد ان عليا ولى الله غصبن عليك ياواهابي يانجس,1
ايو ياصهيوني ياواهابي وش دخلك بالعراق ياسافل,1
الرافضة أشرف منك ومن اشكالك ياواهابي,1
إذا كان أوهن معتقد هو الشيعة لماذا الخوف من التشيع اذآ ياواهابي,1
اللة ينتقمنك ياواهابي نكس,1
اي ونحنا سورين وما بدناحدا يتدخل فينا وبشار رح نصوتلو ورح تضل سورية شوكه بقلبكم لا ترد علي لاني بلكتك ياواهابي يا مجرم,1
يلعن ام الغباء ياواهابي ياولد المسيار والمسفار,1
ياواهابي يا نجس انتم انجس من المشركين الذين رفضوا تسلق الصور على محمد علية الصلاة والسلام لكي لايروعوا نساءة,1
ياواهابي يا نجس انتم انجس من المشركين الذين رفضوا تسلق الصور على محمد علية الصلاة والسلام لكي لايروعوا نساءة,1
الحج المستحب وليس الواجب ياواهابي,1
تونس و الجزائر صف واحد ضد الارهاب,0
11 سبتمبر في خاطر الارهاب و الارهابين,0
فرقة مكافحة الارهاب تضرب بقوة وتلقي القبض على مجدي العايب,0
حرب ايران ستقتلع الارهابَ,0
وثائقي حصري داعش ارهاب النار والرماد علاء النشوع,0
هل هذا وجه إرهاب,0
ضغوط أميركية تقرب نهاية إرهاب ميليشيات,0
طيب وحرق سيارات النساء وترهيبهن لمجرد ممارسة أبسط حقوقهن مو أرهاب,0
عندما يصبح الاسلام ارهاب والارهاب اسلام في ارض الاسلام يا رب كن معه وانصره على اعداء الدين,0
10  نقاط تؤكد أن معتقلي الرأي ليسو ارهابيين,0
5 سنوات تحت شماعة مكافحة الأرهاب دون وجود أرهاب,0
الدافع مجهول القضية إرهاب صنفتها الحكومة والإعلام بدون  اي أصابع اتهام لحد الان,0
أصبح الآن الجهاد فى سبيل الله (إرهاب),0
قدم روحه وسال دمه ليفدي لبنان ويحميه من ارهاب داعش,0
مازالَ يَصْعدُ شامخاً ما ضرَّهُ إرهابُ شانئِهِ ومَكْرُ عِداتِهِ,0
حرقو سيارتي ارهاب من نوع جديد بدأ يظهر,0
دخل السجن في قضايا إرهاب وكان متدينا,0
عم تحكي كلمة حق عن ارهاب  حكومة امريكا,0
لا يوجد إرهاب أسوأ من الإرهاب الغربي على مر التاريخ,0
مين كان يتوقع أن مصر توصل لكده بعد نكسة سنة وحكم إرهاب سنه,0
دليل قاطع على أرهاب الأخوان,0
وطن بلا إرهاب لتوعية المجتمع بخطورة دعاة  الإرهاب,0
حادث انفجار اطار ياجماعه ليس ارهاب,0
وينك من إرهاب حكومتك ومؤمراتهم يادلخ,0
وثائقي حصري داعش ارهاب النار والرماد أحمد نزار,0
عاجل مدفعية المقاومة وطيران التحالف يقصفان تجمعات المليشيات الإيرانية في منطقة الفاخر,0
يحدث الان  مقاتلات التحالف العربي تدك تعزيزات المليشيات الحوثية الايرانية غرب عويش والريبي,0
اناشدكم باسم الانسانيه انا لاجئ عراقي في تركيا حاصل على صفه اللجوء  تم قتل والدي في العراق على يد المليشيات الارهابيه وتم حرق بيتنا,0
الضالع   شاهد ابطال اللواء الاول صاعقة يخوضون المعارك في جبهة الضالع  ويطردون المليشيات الحوثية من منطقة شخب,0
شاهد فيديو للشهيد القائد شلال الشوبجي وهو يصوب الار بيجي صوب العدو  المليشيات,0
كلما اشتد التعب والشوق للاسرة والوطن تذكرت وجه حيدر الذي جندته المليشيات لنقل الالغام وأعطوه رتبة نقيب,0
مدفعية اللواء الأول صاعقة تدك أوكار المليشيات في عمق قعطبة,0
دحرت القوات الجنوبية والحزام الأمنية بمساندة طيران التحالف العربي. المليشيات الحوثية,0
المالكي يستعرض خطر المليشيات الحوثية المدعومة من إيران على أمن واقتصاد العالم,0
حاويات مسروقة من ميناء طرابلس بها ارز و مواد غذائية تستخدمها المليشيات المسلحة كسواتر في معارك طرابلس,0
فهمتم او مازلتم لاتفقهون ان هذه المليشيات عملها واحد ونهجها واحد,0
مدفع غنيمة بقبضة ابطال اللواء اول صاعقة بعد فرار المليشيات من شخب وهزيمتها,0
تم اسر   40كلب من المليشيات اكثرهم من تعيز و اب المرق,0
